orderID,customerID,employeeID,orderDate,requiredDate,shippedDate,shipperID,freight
10620,LAUGB,2,2014-08-05,2014-09-02,2014-08-14,3,0.94
10621,ISLAT,4,2014-08-05,2014-09-02,2014-08-11,2,23.73
10622,RICAR,4,2014-08-06,2014-09-03,2014-08-11,3,50.97
10623,FRANK,8,2014-08-07,2014-09-04,2014-08-12,2,97.18
10624,THECR,4,2014-08-07,2014-09-04,2014-08-19,2,94.8
10625,ANATR,3,2014-08-08,2014-09-05,2014-08-14,1,43.9
10626,BERGS,1,2014-08-11,2014-09-08,2014-08-20,2,138.69
10627,SAVEA,8,2014-08-11,2014-09-22,2014-08-21,3,107.46
10628,BLONP,4,2014-08-12,2014-09-09,2014-08-20,3,30.36
10629,GODOS,4,2014-08-12,2014-09-09,2014-08-20,3,85.46
10630,KOENE,1,2014-08-13,2014-09-10,2014-08-19,2,32.35
10631,LAMAI,8,2014-08-14,2014-09-11,2014-08-15,1,0.87
10632,WANDK,8,2014-08-14,2014-09-11,2014-08-19,1,41.38
10633,ERNSH,7,2014-08-15,2014-09-12,2014-08-18,3,477.9
10634,FOLIG,4,2014-08-15,2014-09-12,2014-08-21,3,487.38
10635,MAGAA,8,2014-08-18,2014-09-15,2014-08-21,3,47.46
10636,WARTH,4,2014-08-19,2014-09-16,2014-08-26,1,1.15
10637,QUEEN,6,2014-08-19,2014-09-16,2014-08-26,1,201.29
10638,LINOD,3,2014-08-20,2014-09-17,2014-09-01,1,158.44
10639,SANTG,7,2014-08-20,2014-09-17,2014-08-27,3,38.64
10640,WANDK,4,2014-08-21,2014-09-18,2014-08-28,1,23.55
10641,HILAA,4,2014-08-22,2014-09-19,2014-08-26,2,179.61
10642,SIMOB,7,2014-08-22,2014-09-19,2014-09-05,3,41.89
10643,ALFKI,6,2014-08-25,2014-09-22,2014-09-02,1,29.46
10644,WELLI,3,2014-08-25,2014-09-22,2014-09-01,2,0.14
10645,HANAR,4,2014-08-26,2014-09-23,2014-09-02,1,12.41
10646,HUNGO,9,2014-08-27,2014-10-08,2014-09-03,3,142.33
10647,QUEDE,4,2014-08-27,2014-09-10,2014-09-03,2,45.54
10648,RICAR,5,2014-08-28,2014-10-09,2014-09-09,2,14.25
10649,MAISD,5,2014-08-28,2014-09-25,2014-08-29,3,6.2
10650,FAMIA,5,2014-08-29,2014-09-26,2014-09-03,3,176.81
10651,WANDK,8,2014-09-01,2014-09-29,2014-09-11,2,20.6
10652,GOURL,4,2014-09-01,2014-09-29,2014-09-08,2,7.14
10653,FRANK,1,2014-09-02,2014-09-30,2014-09-19,1,93.25
10654,BERGS,5,2014-09-02,2014-09-30,2014-09-11,1,55.26
10655,REGGC,1,2014-09-03,2014-10-01,2014-09-11,2,4.41
10656,GREAL,6,2014-09-04,2014-10-02,2014-09-10,1,57.15
10657,SAVEA,2,2014-09-04,2014-10-02,2014-09-15,2,352.69
10658,QUICK,4,2014-09-05,2014-10-03,2014-09-08,1,364.15
10659,QUEEN,7,2014-09-05,2014-10-03,2014-09-10,2,105.81
10660,HUNGC,8,2014-09-08,2014-10-06,2014-10-15,1,111.29
10661,HUNGO,7,2014-09-09,2014-10-07,2014-09-15,3,17.55
10662,LONEP,3,2014-09-09,2014-10-07,2014-09-18,2,1.28
10663,BONAP,2,2014-09-10,2014-09-24,2014-10-03,2,113.15
10664,FURIB,1,2014-09-10,2014-10-08,2014-09-19,3,1.27
10665,LONEP,1,2014-09-11,2014-10-09,2014-09-17,2,26.31
10666,RICSU,7,2014-09-12,2014-10-10,2014-09-22,2,232.42
10667,ERNSH,7,2014-09-12,2014-10-10,2014-09-19,1,78.09
10668,WANDK,1,2014-09-15,2014-10-13,2014-09-23,2,47.22
10669,SIMOB,2,2014-09-15,2014-10-13,2014-09-22,1,24.39
10670,FRANK,4,2014-09-16,2014-10-14,2014-09-18,1,203.48
10671,FRANR,1,2014-09-17,2014-10-15,2014-09-24,1,30.34
10672,BERGS,9,2014-09-17,2014-10-01,2014-09-26,2,95.75
10673,WILMK,2,2014-09-18,2014-10-16,2014-09-19,1,22.76
10674,ISLAT,4,2014-09-18,2014-10-16,2014-09-30,2,0.9
10675,FRANK,5,2014-09-19,2014-10-17,2014-09-23,2,31.85
10676,TORTU,2,2014-09-22,2014-10-20,2014-09-29,2,2.01
10677,ANTON,1,2014-09-22,2014-10-20,2014-09-26,3,4.03
10678,SAVEA,7,2014-09-23,2014-10-21,2014-10-16,3,388.98
10679,BLONP,8,2014-09-23,2014-10-21,2014-09-30,3,27.94
10680,OLDWO,1,2014-09-24,2014-10-22,2014-09-26,1,26.61
10681,GREAL,3,2014-09-25,2014-10-23,2014-09-30,3,76.13
10682,ANTON,3,2014-09-25,2014-10-23,2014-10-01,2,36.13
10683,DUMON,2,2014-09-26,2014-10-24,2014-10-01,1,4.4
10684,OTTIK,3,2014-09-26,2014-10-24,2014-09-30,1,145.63
10685,GOURL,4,2014-09-29,2014-10-13,2014-10-03,2,33.75
10686,PICCO,2,2014-09-30,2014-10-28,2014-10-08,1,96.5
10687,HUNGO,9,2014-09-30,2014-10-28,2014-10-30,2,296.43
10688,VAFFE,4,2014-10-01,2014-10-15,2014-10-07,2,299.09
10689,BERGS,1,2014-10-01,2014-10-29,2014-10-07,2,13.42
10690,HANAR,1,2014-10-02,2014-10-30,2014-10-03,1,15.8
10691,QUICK,2,2014-10-03,2014-11-14,2014-10-22,2,810.05
10692,ALFKI,4,2014-10-03,2014-10-31,2014-10-13,2,61.02
10693,WHITC,3,2014-10-06,2014-10-20,2014-10-10,3,139.34
10694,QUICK,8,2014-10-06,2014-11-03,2014-10-09,3,398.36
10695,WILMK,7,2014-10-07,2014-11-18,2014-10-14,1,16.72
10696,WHITC,8,2014-10-08,2014-11-19,2014-10-14,3,102.55
10697,LINOD,3,2014-10-08,2014-11-05,2014-10-14,1,45.52
10698,ERNSH,4,2014-10-09,2014-11-06,2014-10-17,1,272.47
10699,MORGK,3,2014-10-09,2014-11-06,2014-10-13,3,0.58
10700,SAVEA,3,2014-10-10,2014-11-07,2014-10-16,1,65.1
10701,HUNGO,6,2014-10-13,2014-10-27,2014-10-15,3,220.31
10702,ALFKI,4,2014-10-13,2014-11-24,2014-10-21,1,23.94
10703,FOLKO,6,2014-10-14,2014-11-11,2014-10-20,2,152.3
10704,QUEEN,6,2014-10-14,2014-11-11,2014-11-07,1,4.78
10705,HILAA,9,2014-10-15,2014-11-12,2014-11-18,2,3.52
10706,OLDWO,8,2014-10-16,2014-11-13,2014-10-21,3,135.63
10707,AROUT,4,2014-10-16,2014-10-30,2014-10-23,3,21.74
10708,THEBI,6,2014-10-17,2014-11-28,2014-11-05,2,2.96
10709,GOURL,1,2014-10-17,2014-11-14,2014-11-20,3,210.8
10710,FRANS,1,2014-10-20,2014-11-17,2014-10-23,1,4.98
10711,SAVEA,5,2014-10-21,2014-12-02,2014-10-29,2,52.41
10712,HUNGO,3,2014-10-21,2014-11-18,2014-10-31,1,89.93
10713,SAVEA,1,2014-10-22,2014-11-19,2014-10-24,1,167.05
10714,SAVEA,5,2014-10-22,2014-11-19,2014-10-27,3,24.49
10715,BONAP,3,2014-10-23,2014-11-06,2014-10-29,1,63.2
10716,RANCH,4,2014-10-24,2014-11-21,2014-10-27,2,22.57
10717,FRANK,1,2014-10-24,2014-11-21,2014-10-29,2,59.25
10718,KOENE,1,2014-10-27,2014-11-24,2014-10-29,3,170.88
10719,LETSS,8,2014-10-27,2014-11-24,2014-11-05,2,51.44
10720,QUEDE,8,2014-10-28,2014-11-11,2014-11-05,2,9.53
10721,QUICK,5,2014-10-29,2014-11-26,2014-10-31,3,48.92
10722,SAVEA,8,2014-10-29,2014-12-10,2014-11-04,1,74.58
10723,WHITC,3,2014-10-30,2014-11-27,2014-11-25,1,21.72
10724,MEREP,8,2014-10-30,2014-12-11,2014-11-05,2,57.75
10725,FAMIA,4,2014-10-31,2014-11-28,2014-11-05,3,10.83
10726,EASTC,4,2014-11-03,2014-11-17,2014-12-05,1,16.56
10727,REGGC,2,2014-11-03,2014-12-01,2014-12-05,1,89.9
10728,QUEEN,4,2014-11-04,2014-12-02,2014-11-11,2,58.33
10729,LINOD,8,2014-11-04,2014-12-16,2014-11-14,3,141.06
10730,BONAP,5,2014-11-05,2014-12-03,2014-11-14,1,20.12
10731,CHOPS,7,2014-11-06,2014-12-04,2014-11-14,1,96.65
10732,BONAP,3,2014-11-06,2014-12-04,2014-11-07,1,16.97
10733,BERGS,1,2014-11-07,2014-12-05,2014-11-10,3,110.11
10734,GOURL,2,2014-11-07,2014-12-05,2014-11-12,3,1.63
10735,LETSS,6,2014-11-10,2014-12-08,2014-11-21,2,45.97
10736,HUNGO,9,2014-11-11,2014-12-09,2014-11-21,2,44.1
10737,VINET,2,2014-11-11,2014-12-09,2014-11-18,2,7.79
10738,SPECD,2,2014-11-12,2014-12-10,2014-11-18,1,2.91
10739,VINET,3,2014-11-12,2014-12-10,2014-11-17,3,11.08
10740,WHITC,4,2014-11-13,2014-12-11,2014-11-25,2,81.88
10741,AROUT,4,2014-11-14,2014-11-28,2014-11-18,3,10.96
10742,BOTTM,3,2014-11-14,2014-12-12,2014-11-18,3,243.73
10743,AROUT,1,2014-11-17,2014-12-15,2014-11-21,2,23.72
10744,VAFFE,6,2014-11-17,2014-12-15,2014-11-24,1,69.19
10745,QUICK,9,2014-11-18,2014-12-16,2014-11-27,1,3.52
10746,CHOPS,1,2014-11-19,2014-12-17,2014-11-21,3,31.43
10747,PICCO,6,2014-11-19,2014-12-17,2014-11-26,1,117.33
10748,SAVEA,3,2014-11-20,2014-12-18,2014-11-28,1,232.55
10749,ISLAT,4,2014-11-20,2014-12-18,2014-12-19,2,61.53
10750,WARTH,9,2014-11-21,2014-12-19,2014-11-24,1,79.3
10751,RICSU,3,2014-11-24,2014-12-22,2014-12-03,3,130.79
10752,NORTS,2,2014-11-24,2014-12-22,2014-11-28,3,1.39
10753,FRANS,3,2014-11-25,2014-12-23,2014-11-27,1,7.7
10754,MAGAA,6,2014-11-25,2014-12-23,2014-11-27,3,2.38
10755,BONAP,4,2014-11-26,2014-12-24,2014-11-28,2,16.71
10756,SPLIR,8,2014-11-27,2014-12-25,2014-12-02,2,73.21
10757,SAVEA,6,2014-11-27,2014-12-25,2014-12-15,1,8.19
10758,RICSU,3,2014-11-28,2014-12-26,2014-12-04,3,138.17
10759,ANATR,3,2014-11-28,2014-12-26,2014-12-12,3,11.99
10760,MAISD,4,2014-12-01,2014-12-29,2014-12-10,1,155.64
10761,RATTC,5,2014-12-02,2014-12-30,2014-12-08,2,18.66
10762,FOLKO,3,2014-12-02,2014-12-30,2014-12-09,1,328.74
10763,FOLIG,3,2014-12-03,2014-12-31,2014-12-08,3,37.35
10764,ERNSH,6,2014-12-03,2014-12-31,2014-12-08,3,145.45
10765,QUICK,3,2014-12-04,2015-01-01,2014-12-09,3,42.74
10766,OTTIK,4,2014-12-05,2015-01-02,2014-12-09,1,157.55
10767,SUPRD,4,2014-12-05,2015-01-02,2014-12-15,3,1.59
10768,AROUT,3,2014-12-08,2015-01-05,2014-12-15,2,146.32
10769,VAFFE,3,2014-12-08,2015-01-05,2014-12-12,1,65.06
10770,HANAR,8,2014-12-09,2015-01-06,2014-12-17,3,5.32
10771,ERNSH,9,2014-12-10,2015-01-07,2015-01-02,2,11.19
10772,LEHMS,3,2014-12-10,2015-01-07,2014-12-19,2,91.28
10773,ERNSH,1,2014-12-11,2015-01-08,2014-12-16,3,96.43
10774,FOLKO,4,2014-12-11,2014-12-25,2014-12-12,1,48.2
10775,THECR,7,2014-12-12,2015-01-09,2014-12-26,1,20.25
10776,ERNSH,1,2014-12-15,2015-01-12,2014-12-18,3,351.53
10777,GOURL,7,2014-12-15,2014-12-29,2015-01-21,2,3.01
10778,BERGS,3,2014-12-16,2015-01-13,2014-12-24,1,6.79
10779,MORGK,3,2014-12-16,2015-01-13,2015-01-14,2,58.13
10780,LILAS,2,2014-12-16,2014-12-30,2014-12-25,1,42.13
10781,WARTH,2,2014-12-17,2015-01-14,2014-12-19,3,73.16
10782,CACTU,9,2014-12-17,2015-01-14,2014-12-22,3,1.1
10783,HANAR,4,2014-12-18,2015-01-15,2014-12-19,2,124.98
10784,MAGAA,4,2014-12-18,2015-01-15,2014-12-22,3,70.09
10785,GROSR,1,2014-12-18,2015-01-15,2014-12-24,3,1.51
10786,QUEEN,8,2014-12-19,2015-01-16,2014-12-23,1,110.87
10787,LAMAI,2,2014-12-19,2015-01-02,2014-12-26,1,249.93
10788,QUICK,1,2014-12-22,2015-01-19,2015-01-19,2,42.7
10789,FOLIG,1,2014-12-22,2015-01-19,2014-12-31,2,100.6
10790,GOURL,6,2014-12-22,2015-01-19,2014-12-26,1,28.23
10791,FRANK,6,2014-12-23,2015-01-20,2015-01-01,2,16.85
10792,WOLZA,1,2014-12-23,2015-01-20,2014-12-31,3,23.79
10793,AROUT,3,2014-12-24,2015-01-21,2015-01-08,3,4.52
10794,QUEDE,6,2014-12-24,2015-01-21,2015-01-02,1,21.49
10795,ERNSH,8,2014-12-24,2015-01-21,2015-01-20,2,126.66
10796,HILAA,3,2014-12-25,2015-01-22,2015-01-14,1,26.52
10797,DRACD,7,2014-12-25,2015-01-22,2015-01-05,2,33.35
10798,ISLAT,2,2014-12-26,2015-01-23,2015-01-05,1,2.33
10799,KOENE,9,2014-12-26,2015-02-06,2015-01-05,3,30.76
10800,SEVES,1,2014-12-26,2015-01-23,2015-01-05,3,137.44
10801,BOLID,4,2014-12-29,2015-01-26,2014-12-31,2,97.09
10802,SIMOB,4,2014-12-29,2015-01-26,2015-01-02,2,257.26
10803,WELLI,4,2014-12-30,2015-01-27,2015-01-06,1,55.23
10804,SEVES,6,2014-12-30,2015-01-27,2015-01-07,2,27.33
10805,THEBI,2,2014-12-30,2015-01-27,2015-01-09,3,237.34
10806,VICTE,3,2014-12-31,2015-01-28,2015-01-05,2,22.11
10807,FRANS,4,2014-12-31,2015-01-28,2015-01-30,1,1.36
10808,OLDWO,2,2015-01-01,2015-01-29,2015-01-09,3,45.53
10809,WELLI,7,2015-01-01,2015-01-29,2015-01-07,1,4.87
10810,LAUGB,2,2015-01-01,2015-01-29,2015-01-07,3,4.33
10811,LINOD,8,2015-01-02,2015-01-30,2015-01-08,1,31.22
10812,REGGC,5,2015-01-02,2015-01-30,2015-01-12,1,59.78
10813,RICAR,1,2015-01-05,2015-02-02,2015-01-09,1,47.38
10814,VICTE,3,2015-01-05,2015-02-02,2015-01-14,3,130.94
10815,SAVEA,2,2015-01-05,2015-02-02,2015-01-14,3,14.62
10816,GREAL,4,2015-01-06,2015-02-03,2015-02-04,2,719.78
10817,KOENE,3,2015-01-06,2015-01-20,2015-01-13,2,306.07
10818,MAGAA,7,2015-01-07,2015-02-04,2015-01-12,3,65.48
10819,CACTU,2,2015-01-07,2015-02-04,2015-01-16,3,19.76
10820,RATTC,3,2015-01-07,2015-02-04,2015-01-13,2,37.52
10821,SPLIR,1,2015-01-08,2015-02-05,2015-01-15,1,36.68
10822,TRAIH,6,2015-01-08,2015-02-05,2015-01-16,3,7
10823,LILAS,5,2015-01-09,2015-02-06,2015-01-13,2,163.97
10824,FOLKO,8,2015-01-09,2015-02-06,2015-01-30,1,1.23
10825,DRACD,1,2015-01-09,2015-02-06,2015-01-14,1,79.25
10826,BLONP,6,2015-01-12,2015-02-09,2015-02-06,1,7.09
10827,BONAP,1,2015-01-12,2015-01-26,2015-02-06,2,63.54
10828,RANCH,9,2015-01-13,2015-01-27,2015-02-04,1,90.85
10829,ISLAT,9,2015-01-13,2015-02-10,2015-01-23,1,154.72
10830,TRADH,4,2015-01-13,2015-02-24,2015-01-21,2,81.83
10831,SANTG,3,2015-01-14,2015-02-11,2015-01-23,2,72.19
10832,LAMAI,2,2015-01-14,2015-02-11,2015-01-19,2,43.26
10833,OTTIK,6,2015-01-15,2015-02-12,2015-01-23,2,71.49
10834,TRADH,1,2015-01-15,2015-02-12,2015-01-19,3,29.78
10835,ALFKI,1,2015-01-15,2015-02-12,2015-01-21,3,69.53
10836,ERNSH,7,2015-01-16,2015-02-13,2015-01-21,1,411.88
10837,BERGS,9,2015-01-16,2015-02-13,2015-01-23,3,13.32
10838,LINOD,3,2015-01-19,2015-02-16,2015-01-23,3,59.28
10839,TRADH,3,2015-01-19,2015-02-16,2015-01-22,3,35.43
10840,LINOD,4,2015-01-19,2015-03-02,2015-02-16,2,2.71
10841,SUPRD,5,2015-01-20,2015-02-17,2015-01-29,2,424.3
10842,TORTU,1,2015-01-20,2015-02-17,2015-01-29,3,54.42
10843,VICTE,4,2015-01-21,2015-02-18,2015-01-26,2,9.26
10844,PICCO,8,2015-01-21,2015-02-18,2015-01-26,2,25.22
10845,QUICK,8,2015-01-21,2015-02-04,2015-01-30,1,212.98
10846,SUPRD,2,2015-01-22,2015-03-05,2015-01-23,3,56.46
10847,SAVEA,4,2015-01-22,2015-02-05,2015-02-10,3,487.57
10848,CONSH,7,2015-01-23,2015-02-20,2015-01-29,2,38.24
10849,KOENE,9,2015-01-23,2015-02-20,2015-01-30,2,0.56
10850,VICTE,1,2015-01-23,2015-03-06,2015-01-30,1,49.19
10851,RICAR,5,2015-01-26,2015-02-23,2015-02-02,1,160.55
10852,RATTC,8,2015-01-26,2015-02-09,2015-01-30,1,174.05
10853,BLAUS,9,2015-01-27,2015-02-24,2015-02-03,2,53.83
10854,ERNSH,3,2015-01-27,2015-02-24,2015-02-05,2,100.22
10855,OLDWO,3,2015-01-27,2015-02-24,2015-02-04,1,170.97
10856,ANTON,3,2015-01-28,2015-02-25,2015-02-10,2,58.43
10857,BERGS,8,2015-01-28,2015-02-25,2015-02-06,2,188.85
10858,LACOR,2,2015-01-29,2015-02-26,2015-02-03,1,52.51
10859,FRANK,1,2015-01-29,2015-02-26,2015-02-02,2,76.1
10860,FRANR,3,2015-01-29,2015-02-26,2015-02-04,3,19.26
10861,WHITC,4,2015-01-30,2015-02-27,2015-02-17,2,14.93
10862,LEHMS,8,2015-01-30,2015-03-13,2015-02-02,2,53.23
10863,HILAA,4,2015-02-02,2015-03-02,2015-02-17,2,30.26
10864,AROUT,4,2015-02-02,2015-03-02,2015-02-09,2,3.04
10865,QUICK,2,2015-02-02,2015-02-16,2015-02-12,1,348.14
10866,BERGS,5,2015-02-03,2015-03-03,2015-02-12,1,109.11
10867,LONEP,6,2015-02-03,2015-03-17,2015-02-11,1,1.93
10868,QUEEN,7,2015-02-04,2015-03-04,2015-02-23,2,191.27
10869,SEVES,5,2015-02-04,2015-03-04,2015-02-09,1,143.28
10870,WOLZA,5,2015-02-04,2015-03-04,2015-02-13,3,12.04
10871,BONAP,9,2015-02-05,2015-03-05,2015-02-10,2,112.27
10872,GODOS,5,2015-02-05,2015-03-05,2015-02-09,2,175.32
10873,WILMK,4,2015-02-06,2015-03-06,2015-02-09,1,0.82
10874,GODOS,5,2015-02-06,2015-03-06,2015-02-11,2,19.58
10875,BERGS,4,2015-02-06,2015-03-06,2015-03-03,2,32.37
10876,BONAP,7,2015-02-09,2015-03-09,2015-02-12,3,60.42
10877,RICAR,1,2015-02-09,2015-03-09,2015-02-19,1,38.06
10878,QUICK,4,2015-02-10,2015-03-10,2015-02-12,1,46.69
10879,WILMK,3,2015-02-10,2015-03-10,2015-02-12,3,8.5
10880,FOLKO,7,2015-02-10,2015-03-24,2015-02-18,1,88.01
10881,CACTU,4,2015-02-11,2015-03-11,2015-02-18,1,2.84
10882,SAVEA,4,2015-02-11,2015-03-11,2015-02-20,3,23.1
10883,LONEP,8,2015-02-12,2015-03-12,2015-02-20,3,0.53
10884,LETSS,4,2015-02-12,2015-03-12,2015-02-13,2,90.97
10885,SUPRD,6,2015-02-12,2015-03-12,2015-02-18,3,5.64
10886,HANAR,1,2015-02-13,2015-03-13,2015-03-02,1,4.99
10887,GALED,8,2015-02-13,2015-03-13,2015-02-16,3,1.25
10888,GODOS,1,2015-02-16,2015-03-16,2015-02-23,2,51.87
10889,RATTC,9,2015-02-16,2015-03-16,2015-02-23,3,280.61
10890,DUMON,7,2015-02-16,2015-03-16,2015-02-18,1,32.76
10891,LEHMS,7,2015-02-17,2015-03-17,2015-02-19,2,20.37
10892,MAISD,4,2015-02-17,2015-03-17,2015-02-19,2,120.27
10893,KOENE,9,2015-02-18,2015-03-18,2015-02-20,2,77.78
10894,SAVEA,1,2015-02-18,2015-03-18,2015-02-20,1,116.13
10895,ERNSH,3,2015-02-18,2015-03-18,2015-02-23,1,162.75
10896,MAISD,7,2015-02-19,2015-03-19,2015-02-27,3,32.45
10897,HUNGO,3,2015-02-19,2015-03-19,2015-02-25,2,603.54
10898,OCEAN,4,2015-02-20,2015-03-20,2015-03-06,2,1.27
10899,LILAS,5,2015-02-20,2015-03-20,2015-02-26,3,1.21
10900,WELLI,1,2015-02-20,2015-03-20,2015-03-04,2,1.66
10901,HILAA,4,2015-02-23,2015-03-23,2015-02-26,1,62.09
10902,FOLKO,1,2015-02-23,2015-03-23,2015-03-03,1,44.15
10903,HANAR,3,2015-02-24,2015-03-24,2015-03-04,3,36.71
10904,WHITC,3,2015-02-24,2015-03-24,2015-02-27,3,162.95
10905,WELLI,9,2015-02-24,2015-03-24,2015-03-06,2,13.72
10906,WOLZA,4,2015-02-25,2015-03-11,2015-03-03,3,26.29
10907,SPECD,6,2015-02-25,2015-03-25,2015-02-27,3,9.19
10908,REGGC,4,2015-02-26,2015-03-26,2015-03-06,2,32.96
10909,SANTG,1,2015-02-26,2015-03-26,2015-03-10,2,53.05
10910,WILMK,1,2015-02-26,2015-03-26,2015-03-04,3,38.11
10911,GODOS,3,2015-02-26,2015-03-26,2015-03-05,1,38.19
10912,HUNGO,2,2015-02-26,2015-03-26,2015-03-18,2,580.91
10913,QUEEN,4,2015-02-26,2015-03-26,2015-03-04,1,33.05
10914,QUEEN,6,2015-02-27,2015-03-27,2015-03-02,1,21.19
10915,TORTU,2,2015-02-27,2015-03-27,2015-03-02,2,3.51
10916,RANCH,1,2015-02-27,2015-03-27,2015-03-09,2,63.77
10917,ROMEY,4,2015-03-02,2015-03-30,2015-03-11,2,8.29
10918,BOTTM,3,2015-03-02,2015-03-30,2015-03-11,3,48.83
10919,LINOD,2,2015-03-02,2015-03-30,2015-03-04,2,19.8
10920,AROUT,4,2015-03-03,2015-03-31,2015-03-09,2,29.61
10921,VAFFE,1,2015-03-03,2015-04-14,2015-03-09,1,176.48
10922,HANAR,5,2015-03-03,2015-03-31,2015-03-05,3,62.74
10923,LAMAI,7,2015-03-03,2015-04-14,2015-03-13,3,68.26
10924,BERGS,3,2015-03-04,2015-04-01,2015-04-08,2,151.52
10925,HANAR,3,2015-03-04,2015-04-01,2015-03-13,1,2.27
10926,ANATR,4,2015-03-04,2015-04-01,2015-03-11,3,39.92
10927,LACOR,4,2015-03-05,2015-04-02,2015-04-08,1,19.79
10928,GALED,1,2015-03-05,2015-04-02,2015-03-18,1,1.36
10929,FRANK,6,2015-03-05,2015-04-02,2015-03-12,1,33.93
10930,SUPRD,4,2015-03-06,2015-04-17,2015-03-18,3,15.55
10931,RICSU,4,2015-03-06,2015-03-20,2015-03-19,2,13.6
10932,BONAP,8,2015-03-06,2015-04-03,2015-03-24,1,134.64
10933,ISLAT,6,2015-03-06,2015-04-03,2015-03-16,3,54.15
10934,LEHMS,3,2015-03-09,2015-04-06,2015-03-12,3,32.01
10935,WELLI,4,2015-03-09,2015-04-06,2015-03-18,3,47.59
10936,GREAL,3,2015-03-09,2015-04-06,2015-03-18,2,33.68
10937,CACTU,7,2015-03-10,2015-03-24,2015-03-13,3,31.51
10938,QUICK,3,2015-03-10,2015-04-07,2015-03-16,2,31.89
10939,MAGAA,2,2015-03-10,2015-04-07,2015-03-13,2,76.33
10940,BONAP,8,2015-03-11,2015-04-08,2015-03-23,3,19.77
10941,SAVEA,7,2015-03-11,2015-04-08,2015-03-20,2,400.81
10942,REGGC,9,2015-03-11,2015-04-08,2015-03-18,3,17.95
10943,BSBEV,4,2015-03-11,2015-04-08,2015-03-19,2,2.17
10944,BOTTM,6,2015-03-12,2015-03-26,2015-03-13,3,52.92
10945,MORGK,4,2015-03-12,2015-04-09,2015-03-18,1,10.22
10946,VAFFE,1,2015-03-12,2015-04-09,2015-03-19,2,27.2
10947,BSBEV,3,2015-03-13,2015-04-10,2015-03-16,2,3.26
10948,GODOS,3,2015-03-13,2015-04-10,2015-03-19,3,23.39
10949,BOTTM,2,2015-03-13,2015-04-10,2015-03-17,3,74.44
10950,MAGAA,1,2015-03-16,2015-04-13,2015-03-23,2,2.5
10951,RICSU,9,2015-03-16,2015-04-27,2015-04-07,2,30.85
10952,ALFKI,1,2015-03-16,2015-04-27,2015-03-24,1,40.42
10953,AROUT,9,2015-03-16,2015-03-30,2015-03-25,2,23.72
10954,LINOD,5,2015-03-17,2015-04-28,2015-03-20,1,27.91
10955,FOLKO,8,2015-03-17,2015-04-14,2015-03-20,2,3.26
10956,BLAUS,6,2015-03-17,2015-04-28,2015-03-20,2,44.65
10957,HILAA,8,2015-03-18,2015-04-15,2015-03-27,3,105.36
10958,OCEAN,7,2015-03-18,2015-04-15,2015-03-27,2,49.56
10959,GOURL,6,2015-03-18,2015-04-29,2015-03-23,2,4.98
10960,HILAA,3,2015-03-19,2015-04-02,2015-04-08,1,2.08
10961,QUEEN,8,2015-03-19,2015-04-16,2015-03-30,1,104.47
10962,QUICK,8,2015-03-19,2015-04-16,2015-03-23,2,275.79
10963,FURIB,9,2015-03-19,2015-04-16,2015-03-26,3,2.7
10964,SPECD,3,2015-03-20,2015-04-17,2015-03-24,2,87.38
10965,OLDWO,6,2015-03-20,2015-04-17,2015-03-30,3,144.38
10966,CHOPS,4,2015-03-20,2015-04-17,2015-04-08,1,27.19
10967,TOMSP,2,2015-03-23,2015-04-20,2015-04-02,2,62.22
10968,ERNSH,1,2015-03-23,2015-04-20,2015-04-01,3,74.6
10969,COMMI,1,2015-03-23,2015-04-20,2015-03-30,2,0.21
10970,BOLID,9,2015-03-24,2015-04-07,2015-04-24,1,16.16
10971,FRANR,2,2015-03-24,2015-04-21,2015-04-02,2,121.82
10972,LACOR,4,2015-03-24,2015-04-21,2015-03-26,2,0.02
10973,LACOR,6,2015-03-24,2015-04-21,2015-03-27,2,15.17
10974,SPLIR,3,2015-03-25,2015-04-08,2015-04-03,3,12.96
10975,BOTTM,1,2015-03-25,2015-04-22,2015-03-27,3,32.27
10976,HILAA,1,2015-03-25,2015-05-06,2015-04-03,1,37.97
10977,FOLKO,8,2015-03-26,2015-04-23,2015-04-10,3,208.5
10978,MAISD,9,2015-03-26,2015-04-23,2015-04-23,2,32.82
10979,ERNSH,8,2015-03-26,2015-04-23,2015-03-31,2,353.07
10980,FOLKO,4,2015-03-27,2015-05-08,2015-04-17,1,1.26
10981,HANAR,1,2015-03-27,2015-04-24,2015-04-02,2,193.37
10982,BOTTM,2,2015-03-27,2015-04-24,2015-04-08,1,14.01
10983,SAVEA,2,2015-03-27,2015-04-24,2015-04-06,2,657.54
10984,SAVEA,1,2015-03-30,2015-04-27,2015-04-03,3,211.22
10985,HUNGO,2,2015-03-30,2015-04-27,2015-04-02,1,91.51
10986,OCEAN,8,2015-03-30,2015-04-27,2015-04-21,2,217.86
10987,EASTC,8,2015-03-31,2015-04-28,2015-04-06,1,185.48
10988,RATTC,3,2015-03-31,2015-04-28,2015-04-10,2,61.14
10989,QUEDE,2,2015-03-31,2015-04-28,2015-04-02,1,34.76
10990,ERNSH,2,2015-04-01,2015-05-13,2015-04-07,3,117.61
10991,QUICK,1,2015-04-01,2015-04-29,2015-04-07,1,38.51
10992,THEBI,1,2015-04-01,2015-04-29,2015-04-03,3,4.27
